Wall Time,Step,Value
1746661314.634104,0,0.005181347019970417
1746661316.4565732,1,0.005347593687474728
1746661318.3021164,2,0.0
1746661320.1199772,3,0.016483517363667488
1746661322.0331626,4,0.011299435049295425
1746661323.93579,5,0.043478261679410934
1746661325.9785993,6,0.09459459781646729
1746661327.834422,7,0.12142857164144516
1746661329.6876092,8,0.19083969295024872
1746661331.547704,9,0.28947368264198303
1746661333.4513903,10,0.37254902720451355
1746661335.3141847,11,0.6321839094161987
1746661337.3415356,12,0.6941176652908325
1746661339.167529,13,0.8101266026496887
1746661341.0094385,14,0.8701298832893372
1746661342.8640685,15,0.9078947305679321
1746661344.6568935,16,0.9729729890823364
1746661346.6852744,17,1.0
1746661348.6475618,18,1.0
1746661350.4685645,19,0.9333333373069763
1746661352.3044012,20,0.9863013625144958
1746661354.0744298,21,0.9594594836235046
1746661356.0186222,22,1.0
1746661357.8735178,23,0.9864864945411682
1746661359.6961987,24,1.0
1746661361.5501268,25,1.0
1746661363.4392126,26,0.9864864945411682
1746661365.4873726,27,1.0
1746661367.3284073,28,0.8684210777282715
1746661369.1930873,29,0.9729729890823364
1746661371.3438702,30,1.0
1746661373.6550133,31,1.0
1746661376.1362336,32,0.9863013625144958
1746661378.4560456,33,0.9863013625144958
1746661381.0841508,34,1.0
1746661383.4413521,35,1.0
1746661385.7799568,36,1.0
1746661388.119386,37,1.0
1746661390.4420142,38,1.0
1746661392.7938986,39,1.0
1746661395.11972,40,0.9729729890823364
1746661397.4084694,41,1.0
1746661399.7302737,42,1.0
1746661402.0530753,43,1.0
1746661404.3830373,44,1.0
1746661406.746659,45,1.0
1746661409.0962355,46,0.9864864945411682
1746661411.4291914,47,0.9863013625144958
1746661413.736136,48,1.0
1746661416.0399659,49,1.0
1746661418.3989742,50,1.0
1746661420.7389479,51,1.0
1746661426.2579787,52,1.0
1746661428.6009588,53,1.0
1746661430.9303143,54,1.0
1746661433.3063438,55,0.9863013625144958
1746661435.6226954,56,1.0
1746661437.9453025,57,1.0
1746661440.2522757,58,1.0
1746661442.5701563,59,1.0
1746661444.9031126,60,0.9863013625144958
1746661447.2311888,61,1.0
1746661449.55572,62,0.9864864945411682
1746661451.8974109,63,1.0
1746661454.276666,64,1.0
1746661456.6096122,65,1.0
1746661458.960211,66,1.0
1746661461.3084264,67,1.0
1746661463.6676219,68,1.0
1746661466.0383375,69,1.0
1746661468.3777015,70,1.0
1746661470.7084692,71,1.0
1746661473.0123746,72,0.9864864945411682
1746661475.3024523,73,1.0
1746661477.5962007,74,1.0
1746661484.1548731,75,0.9733333587646484
1746661486.6689823,76,0.9729729890823364
1746661489.2120876,77,1.0
1746661491.7295606,78,1.0
1746661494.2394617,79,0.5833333134651184
1746661496.7045097,80,0.8815789222717285
1746661499.116152,81,1.0
1746661501.509266,82,1.0
1746661503.887483,83,1.0
1746661506.291008,84,1.0
1746661508.6999826,85,0.9863013625144958
1746661511.108519,86,0.9729729890823364
1746661513.536014,87,1.0
1746661515.9585147,88,1.0
1746661518.3959413,89,0.9863013625144958
1746661520.7692919,90,1.0
1746661523.1031225,91,1.0
1746661525.4408603,92,1.0
1746661527.7729652,93,1.0
1746661530.1454961,94,1.0
1746661532.4575903,95,1.0
1746661534.8424473,96,1.0
1746661537.2195175,97,0.9864864945411682
1746661544.1784272,98,1.0
1746661546.5747821,99,1.0
1746661548.9294305,100,1.0
1746661551.2866855,101,1.0
1746661553.6795492,102,1.0
1746661556.0241792,103,1.0
1746661558.3639233,104,1.0
1746661560.7289057,105,1.0
1746661563.0539496,106,1.0
1746661565.3971057,107,1.0
1746661567.7471905,108,1.0
1746661570.1005816,109,1.0
1746661572.4437768,110,0.6777777671813965
1746661574.780965,111,0.9599999785423279
1746661577.1103451,112,1.0
1746661579.452366,113,0.8947368264198303
1746661581.798023,114,0.9066666960716248
1746661584.1453598,115,0.9864864945411682
1746661586.5259123,116,0.6067415475845337
1746661588.9080486,117,0.9594594836235046
1746661591.245246,118,1.0
1746661593.614098,119,0.9864864945411682
1746661595.996979,120,0.9726027250289917
1746661598.3358164,121,0.9864864945411682
1746661600.6710577,122,1.0
1746661605.650187,123,0.9864864945411682
1746661608.1387348,124,1.0
1746661610.5873241,125,1.0
1746661613.0503619,126,1.0
1746661615.4198227,127,1.0
1746661617.8009262,128,1.0
1746661620.1438315,129,1.0
1746661622.4707985,130,1.0
1746661624.9019213,131,1.0
1746661627.294595,132,1.0
1746661629.6285684,133,1.0
1746661631.974777,134,1.0
1746661634.2942226,135,1.0
1746661636.632649,136,1.0
1746661638.9769568,137,0.9864864945411682
1746661641.2998805,138,1.0
1746661643.6592915,139,0.9863013625144958
1746661646.1862354,140,0.9726027250289917
1746661648.5641987,141,1.0
1746661650.9423316,142,1.0
1746661653.3194098,143,1.0
1746661655.7361581,144,1.0
1746661658.1545346,145,1.0
1746661664.7474313,146,1.0
1746661667.4055693,147,1.0
1746661669.9836442,148,1.0
1746661672.5770073,149,1.0
1746661675.1255622,150,1.0
1746661677.5504339,151,1.0
1746661680.0005836,152,1.0
1746661682.4672382,153,1.0
1746661684.9023254,154,1.0
1746661687.3469622,155,1.0
1746661689.780017,156,0.9333333373069763
1746661692.2278457,157,0.9863013625144958
1746661694.661087,158,1.0
1746661697.1199374,159,1.0
1746661699.5657554,160,1.0
1746661702.1576023,161,1.0
1746661704.7008514,162,1.0
1746661707.1583767,163,1.0
1746661709.6537943,164,0.9594594836235046
1746661712.105276,165,1.0
1746661714.5638824,166,0.46666666865348816
1746661717.011696,167,0.8181818127632141
1746661719.477637,168,0.9729729890823364
1746661721.9317248,169,1.0
1746661724.448193,170,0.5882353186607361
1746661726.987882,171,0.9078947305679321
1746661729.4971347,172,0.9863013625144958
1746661731.9052622,173,0.9864864945411682
1746661734.3531113,174,0.9863013625144958
1746661736.76311,175,0.9864864945411682
1746661739.2158809,176,1.0
1746661741.656953,177,1.0
